sample_id,input,target
27_6,"First of all , the camera experience , the quality will definitely beat the 11Pro . The battery is smaller , but the new customization density is higher , and the battery life is definitely better than that of the 11pro ; wireless is not a step backward , it is a maximum of 50w , and he ca n't help it if he wants to increase it ! And support the latest technical support ! Easily beat 11p ro ! 11pro is now 3299 I think it is too expensive , you still have 3900 ?",11Pro:camera:beat:neg
28_0,"Graduated from junior high school to mi5 , high school graduation enters MI9 , I am the king of leek",notarget:none:none:none
28_1,All have been met by you [ two ha ],notarget:none:none:none
28_2,"It 's okay , I 'm more looking for texture , these two textures are good , but the battery life is too bad , and now mi9 is used to watch videos",notarget:none:none:none
28_3,Mine is also Mi Jiu,notarget:none:none:none
28_4,I also use the Mi 9 and there is nothing wrong except to the battery life .,Mi 9:battery life:wrong:neg
28_5,really,notarget:none:none:none
28_6,Did Mi 9Pro speak ?,notarget:none:none:none
29_0,Xiaomi 's quality control is getting worse and worse . The loyal fans of Xiaomi who have come step by step from Xiaomi 1s have now lost their fans,Xiaomi:quality control:worse and worse:neg
29_1,"From the beginning of 2018 , it is Huawei . You are loyal to the wool [ eat melon ]",notarget:none:none:none
29_2,"Obviously it is a consumer , but it has to be the dog of the manufacturer .",notarget:none:none:none
29_3,"[ Unexplained ] Look at what I use , you are a diode that does n't understand matter - of - fact , so do n't talk about it [ Unexplained ]",notarget:none:none:none
29_4,"It 's been bad all the time . I bought a Xiaomi note , and the touch was not working when I put it on the table . I have n't used Xiaomi in the next few years . The failed product is too harmful to the brand .",Xiaomi note:touch:not working:neg
29_5,Xiaomi Mi 2s is still very good,notarget:none:none:none
29_6,hot,notarget:none:none:none
29_7,It 's really not as good as before . My last Mix2 also had a crash - like signal . Turning on the airplane mode and then turning it off take a long time to restore the network . The Note9 I use now also has this problem . Wo n't buy millet again,Mix2:signal:crash-like:neg
29_8,Black 5,notarget:none:none:none
30_0,"It 's ok , I 've been using it recently , the Xiaomi Mi 10pro is a 100 - megapixel camera , it 's not as good as the iQOO5 .",Mi 10pro:camera:not as good as:neg
30_1,"How can you make me , a former 10Pro user , feel so bad ?",notarget:none:none:none
30_2,"Is n't this 11ultra ? Android light is still pretty , taking pictures is also very good",11ultra:taking pictures:very good:pos
30_3,Um,notarget:none:none:none
30_4,Yes,notarget:none:none:none
30_5,The 10 Pro is slightly worse .,notarget:none:none:none
31_0,To sum it up : Buying Apple is the right thing to do [ laughing ],notarget:none:none:none
31_1,"Not as good as Huawei , the price is much higher than Huawei . The actual experience is not higher than Huawei .","Huawei:actual experience:not higher:pos, Huawei:price:much higher than:pos"
31_2,"Really dare to say , when you change to a new Apple , come back and brag for Huawei",notarget:none:none:none
31_3,"What 's the matter with you ? It 's like I do n't have 13 , do you want me to use 13 to send you a Weibo authentication ?",notarget:none:none:none
31_4,"The iPhone 11 started to get stuck after just over a year of use , and it would quit suddenly . Last time , it shut down inexplicably . I thought it was out of power , but it turned out to have more than 30 power . When I used the 5s for several years , the phone was dropped so there was a crack , and it did n't get stuck . Now this 11 is really speechless . I can only say that Apple phones are getting more and more pitted .",notarget:none:none:none
31_5,"It feels like ... no fate ~ I used 6S to change to Huawei every day and I want to smash my phone every day . Finally , I changed 11P to liberate ... Someone used the bad Huawei to choose Apple , some people used it that it was not easy to use . Apple selected Huawei [ Er Ha ] [ Er Ha]I saw that Apple 's coverage rate was close to 100 % and now it has a place [ laugh cry ]",Apple:coverage rate:has a place:pos
31_6,"Huawei is twice the money , and the gap with Apple is not very big . Use this more than 3000 yuan mobile phone and change it again in the middle , it will beat the iPhone 7",notarget:none:none:none
31_7,"Yeah , and that 's just a comparison of how things work . There are also battery durability , after - sales replacement battery price , charging speed , signal strength are did n't compared yet , which have a great impact on the experience . The mate9 is a 22.5 watt fast charge . I have n't changed the battery of my first old m9 . Now the standby is good and the signal is good .","mate9:battery:haven't changed:pos, mate9:standby:good:pos, mate9:signal:good:pos"
32_0,I hope that x80pro will not use Orion anymore [ two ha ],notarget:none:none:none
32_1,I did n't buy X70Pro mainly because I am not satisfied with charging [ Laughing Cry ],X70Pro:charging:not satisfied:neg
32_2,"Hahaha , the x - series charging has always been bad [ doge ] I read on the Internet that the signal with the 1080 processor is poor , I do n't know if it 's true","x-series:charging:always been bad:neg, x-series:signal:poor:other"
32_3,"The X60 I bought for my mother last year , Zeissga has attracted me for a whole year . [ Laughing Cry ] , in my opinion , high - priced and low matching is also cheaper than high -priced and high - priced . It ca n't attract me without Leica . Mi has only a smart home attracting me . I dare not touch the price of the fruit . I 've been using it for 6 years .","fruit:price:not touch:neg, X60:Zeissga:attracted:pos"
32_4,Tianji 9000,notarget:none:none:none
32_5,"At present , X80 will only use the brother and Qualcomm",notarget:none:none:none
33_0,"It should be that red rice is used too much , you need to learn mix",notarget:none:none:none
33_1,"The quality of MIX is also average . Various problems , Xiaomi is cost -effective , but the quality control really do n't dares to compliment . Xiaomi Mi 8 ca n't be turned on for 20 days after I bought it , [ Tan Shou ] let it go back to the factory for repair","MIX:quality:average:other, MIX:quality:Various problems:neg, Xiaomi:quality control:don't dares to compliment:neg"
33_2,"MIX2 takes 15 hours a day , and there is no problem for half a year .",notarget:none:none:none
33_3,"Big brother , it depends on the probability , not to say that every one is faulty [ laughing ]",notarget:none:none:none
33_4,"Just for your sentence , please see what equipment I used to reply to you , mix2 , the quality is very general . Do n't make fun , zz , even if I am a Mi Fan , I admit that Xiaomi hardware can not be used normally for three years , at most two years , My screen - closing button has been released , and I can directly start the screen when I open the screen . The fingerprint does not press","mix2:quality:very general:neg, Xiaomi:hardware:cannot be used normally:neg, Xiaomi:screen-closing button:released:neg"
33_5,"To be honest , if you want to use a mobile phone for three or five years , it is recommended that you use Apple directly . Android phones also have Android phone usage . After one or two years , you can replace one . In a few years , the cost is similar to using Apple . Of course , it is needless to say that rich people renew their apples every year .",notarget:none:none:none
33_6,"I 'm not talking about three to five years , , , , Apple will get stuck in five years . Well , my Mi 6 , on a not - too - high table , slipped and fell to the ground because of the slope and smoothness . The back cover was completely broken , and the frame was slightly Knock deformation , the mix2 opens the screen directly with fingerprints , only use the power button when the screen is off , but the button is very loose in less than a year , although I am a rice fan , but I must admit that Samsung flagship will not be like this for two or three years , this is quality",Mi 6:frame:slightly Knock deformation:other
33_7,The quality of my red rice is also good . I bought an insurance and ran naked .,red rice:quality:good:pos
34_0,"In fact , for consumers , as long as it can be reflected in the increase in battery life . [ Yun Bei ] Like the battery life of this generation of apples , it does have greatly improved .",apples:battery life:have greatly improved:pos
34_1,The improvement is because the battery capacity increases,notarget:none:none:none
34_2,"13Pro does not have more batteries than 12Pro , and the battery life is still particularly obvious ...",notarget:none:none:none
34_3,How much is 4352 - 3687 ? Is n't this not much ?,notarget:none:none:none
34_4,"If the apps are really adapted , the iPhone 's battery life will be down , but ... many apps obviously ca n't run at 120Hz , some of Xianyu 's interfaces are OK , some apps ' transition animations can go to 120Hz , and slide back down to 80 ( this refresh rate is My guess )",iPhone:battery life:will be down:other
34_5,"The battery life will not decrease . Generally , the native H5 app does not need special adaptation . Xianyu has many flutter pages so it does n't fit , but flutter actually supports promotion",notarget:none:none:none
34_6,"It is recommended to take a look at Douban . When you swipe quickly , his homepage can run to 120 , and the book video interface can run to 80 . When you click on the book video details , he locks 60 again . Haha . It should be because the details of the book , video and audio are the controls written by Douban itself .",notarget:none:none:none
34_7,ltpo and A15 are the key,notarget:none:none:none
35_0,"My Mi 8 battery is not durable , and the transparent version is too troublesome to return to the factory [ Yun Bei ]","Mi 8:battery:not durable:other, transparent version:return to the factory:too troublesome:neg"
35_1,"I want to know , can I change the battery without returning to the factory [ Yun Bei ] [ Yun Bei ] I do n't care about the dust in",notarget:none:none:none
35_2,I thought about it too [ laugh ] [ laughs cry ],notarget:none:none:none
